fold,model,segment,mae,rmse,median_ae,r2,rmsle,wape,mean_error,negative_prediction_n
fold_3,lasso_log_both_9,above_training_p90,233145.64046667918,316645.9795147255,182789.1073166692,-0.34433259872172917,0.28352278255219676,0.20062651799291384,-165505.11243147348,0
fold_3,lasso_log_both_9,above_training_p99,1672963.086735877,3633800.237950673,535616.9910439984,-0.5321041953595125,0.9377199959481093,0.46568916118731835,-1669767.4271402264,0
fold_3,lasso_log_both_9,at_or_below_training_p90,65933.72134258776,112102.20604887833,43805.30491693935,0.6192581515475335,0.21035646068092784,0.144303699458557,1983.3694060227726,0
fold_3,ols_log_zip_9,above_training_p90,251559.6867883991,351923.1450003692,177434.85423317458,-0.6605594709304972,0.3352263910374695,0.21647217561830223,-182858.43256839702,0
fold_3,ols_log_zip_9,above_training_p99,1672319.9491042385,3639452.3986335173,447827.3114025715,-0.536874096483196,0.9433692291862905,0.46551013618277387,-1607853.6425579565,0
fold_3,ols_log_zip_9,at_or_below_training_p90,70561.31485098701,120464.50205909554,44913.056865453196,0.5603364366774044,0.22648297726310268,0.15443173181066217,3909.222120404934,0
fold_3,ols_raw_zip_9,above_training_p90,242563.9981855059,334760.6747485259,181364.86088662082,-0.50254553698674,0.29438362775440813,0.20873120444794513,-135338.42055680635,0
fold_3,ols_raw_zip_9,above_training_p99,1770996.6605962391,3640083.497189329,716049.2243144681,-0.5374071454206855,0.9385604985351067,0.49297797176609875,-1733201.9490778055,0
fold_3,ols_raw_zip_9,at_or_below_training_p90,86358.4627244316,135752.45694056788,60449.629018518724,0.4416613492244622,0.28614286451239096,0.18900564683643983,19671.54793795931,0
fold_3,random_forest_log_9,above_training_p90,322599.1471705133,430456.5769838349,252736.7817416523,-1.484376825122769,0.40918153304351185,0.27760306165173015,-243013.69027538056,0
fold_3,random_forest_log_9,above_training_p99,1989570.577765161,3736849.9567565885,1020487.1667814489,-0.6202331898835987,1.0204076266321815,0.5538206197305673,-1939138.6136560494,0
fold_3,random_forest_log_9,at_or_below_training_p90,77063.22955208381,111367.76564542529,51203.96405554563,0.6242306886268818,0.23355334305903103,0.16866193641351102,5098.294705675824,0
fold_3,ridge_log_both_9,above_training_p90,228958.15206883973,313011.2584223946,173782.05542633438,-0.3136470379100067,0.2783445596097854,0.1970230999117839,-158149.6542430046,0
fold_3,ridge_log_both_9,above_training_p99,1671065.5126202565,3629528.118706938,525959.817628231,-0.5285038409973828,0.9323167305912671,0.4651609488763593,-1665545.949640763,0
fold_3,ridge_log_both_9,at_or_below_training_p90,65678.43110025287,113098.58795752148,42297.96840163291,0.6124598872205769,0.210088468070006,0.14374496675464699,3022.11262738574,0
fold_3,ridge_log_both_full12,above_training_p90,230866.06385709508,314547.57704866683,181049.30995812186,-0.3265739417473683,0.2795363828749715,0.19866489642124946,-158278.92627065335,0
